ID,device_sn,bodylocation,filename,start_time,startday,samplefreq,device,clipping_score,meas_dur_dys,complete_24hcycle,meas_dur_def_proto_day,wear_dur_def_proto_day,calib_err,calib_status,ENMO_fullRecordingMean,step_count_fullRecordingMean,N.valid.WEdays,N.valid.WKdays,IS_interdailystability,IV_intradailyvariability,IVIS_windowsize_minutes,AD_L5hr_ENMO_mg_0.24hr,AD_L5_ENMO_mg_0.24hr,AD_M5hr_ENMO_mg_0.24hr,AD_M5_ENMO_mg_0.24hr,AD_mean_ENMO_mg_1.6am,AD_mean_ENMO_mg_0.24hr,AD_MVPA_E5S_T100_ENMO_0.24hr,AD_MVPA_E1M_T100_ENMO_0.24hr,AD_MVPA_E5M_T100_ENMO_0.24hr,AD_MVPA_E5S_B1M80._T100_ENMO_0.24hr,AD_MVPA_E5S_B5M80._T100_ENMO_0.24hr,AD_MVPA_E5S_B10M80._T100_ENMO_0.24hr,AD_step_count_sum_0.24hr,WD_L5hr_ENMO_mg_0.24hr,WD_L5_ENMO_mg_0.24hr,WD_M5hr_ENMO_mg_0.24hr,WD_M5_ENMO_mg_0.24hr,WD_mean_ENMO_mg_1.6am,WD_mean_ENMO_mg_0.24hr,WD_MVPA_E5S_T100_ENMO_0.24hr,WD_MVPA_E1M_T100_ENMO_0.24hr,WD_MVPA_E5M_T100_ENMO_0.24hr,WD_MVPA_E5S_B1M80._T100_ENMO_0.24hr,WD_MVPA_E5S_B5M80._T100_ENMO_0.24hr,WD_MVPA_E5S_B10M80._T100_ENMO_0.24hr,WD_step_count_sum_0.24hr,WE_L5hr_ENMO_mg_0.24hr,WE_L5_ENMO_mg_0.24hr,WE_M5hr_ENMO_mg_0.24hr,WE_M5_ENMO_mg_0.24hr,WE_mean_ENMO_mg_1.6am,WE_mean_ENMO_mg_0.24hr,WE_MVPA_E5S_T100_ENMO_0.24hr,WE_MVPA_E1M_T100_ENMO_0.24hr,WE_MVPA_E5M_T100_ENMO_0.24hr,WE_MVPA_E5S_B1M80._T100_ENMO_0.24hr,WE_MVPA_E5S_B5M80._T100_ENMO_0.24hr,WE_MVPA_E5S_B10M80._T100_ENMO_0.24hr,WE_step_count_sum_0.24hr,WWD_L5hr_ENMO_mg_0.24hr,WWD_L5_ENMO_mg_0.24hr,WWD_M5hr_ENMO_mg_0.24hr,WWD_M5_ENMO_mg_0.24hr,WWD_mean_ENMO_mg_1.6am,WWD_mean_ENMO_mg_0.24hr,WWD_MVPA_E5S_T100_ENMO_0.24hr,WWD_MVPA_E1M_T100_ENMO_0.24hr,WWD_MVPA_E5M_T100_ENMO_0.24hr,WWD_MVPA_E5S_B1M80._T100_ENMO_0.24hr,WWD_MVPA_E5S_B5M80._T100_ENMO_0.24hr,WWD_MVPA_E5S_B10M80._T100_ENMO_0.24hr,WWD_step_count_sum_0.24hr,WWE_L5hr_ENMO_mg_0.24hr,WWE_L5_ENMO_mg_0.24hr,WWE_M5hr_ENMO_mg_0.24hr,WWE_M5_ENMO_mg_0.24hr,WWE_mean_ENMO_mg_1.6am,WWE_mean_ENMO_mg_0.24hr,WWE_MVPA_E5S_T100_ENMO_0.24hr,WWE_MVPA_E1M_T100_ENMO_0.24hr,WWE_MVPA_E5M_T100_ENMO_0.24hr,WWE_MVPA_E5S_B1M80._T100_ENMO_0.24hr,WWE_MVPA_E5S_B5M80._T100_ENMO_0.24hr,WWE_MVPA_E5S_B10M80._T100_ENMO_0.24hr,WWE_step_count_sum_0.24hr,data.exclusion.stategy..value.1..ignore.specific.hours..value.2..ignore.all.data.before.the.first.midnight.and.after.the.last.midnight.,n.hours.ignored.at.start.of.meas..if.strategy.1.,n.hours.ignored.at.end.of.meas..if.strategy.1.,n.days.of.measurement.after.which.all.data.is.ignored..if.strategy.1.,epoch.size.to.which.acceleration.was.averaged..seconds.,if_hip_long_axis_id,GGIR.version,pdffilenumb,pdfpagecount
4800014_90001_0_0.cwa,4603,not extracted,4800014_90001_0_0.cwa,2013-10-26T10:15:00+0800,Saturday,100,axivity,0,6.99,1,6.99,6.896,0.003,"recalibration done, no problems detected",20.147,357.837,1,5,0.543,0.863,60,4.944,4.723,8.833,43.199,5.351,19.199,73.764,60.667,45,23.625,9.25,6.819,5746.472,5.7,4.612,8.933,34.308,5.347,17.011,63.433,48.4,33,13.567,2.117,0,5042.167,1.167,5.28,8.333,87.653,5.368,30.14,125.417,122,105,73.917,44.917,40.917,9268,5.7,4.612,8.933,34.308,5.347,17.011,63.433,48.4,33,13.567,2.117,0,5042.167,1.167,5.28,8.333,87.653,5.368,30.14,125.417,122,105,73.917,44.917,40.917,9268,1,0,0,0,5,,2.10.1,1,1
